DataSource	Brand	Model	Type	Status	Dnom_in	Re	Fs	Qm	Qe	Qt	Rm	Mm	Cm	Vas	Sd	BL	Pe	Xmax	CreepBeta	Z1k	Z10k	L2	Le	Ke	R2	USPL	Beta	Revision	EntryDate	Km	Xmax_geom	Xmax_damage	n0	Vd	Res	Cmes	Lces	Dd	SPL1W	Depth	MotorH	MotorDiam	VCd	VCMass	Vocc	Vocc_est	Vocc_rough	Dnom_cm	Znom	kLe	fLe	DiaphH	Df	fpist	f4pi	f2pi	DiamOA	fmax	Mair	Mmd	Zres	EBP	Gamma	Mpow	SPLmx	Hc	Hg	AspectR	LengthOA	WidthOA	F_HighRated	F_LowRated	VCMat	FormerMat	DiaphMat	SurrMat	SpidMat	FrameMat	MagMat	DiaphShape	MotorShape	MotorLength	MotorWidth	HeightOA	FlangeH	MassOA	MagDiam	MagH	MagMass	Bpeak	BaffleCutoutDiam	BaffleCutoutLength	BaffleCutoutWidth	BoltCircleDiam	BoltCircleScrewDiam	BoltCircleScrewQty	TerminalPairsQty	TempLowPerfRated	TempHighPerfRated	TempLowDamageRated	TempHighDamageRated	HumidityLowPerfRated	HumidityHighPerfRated	HumidityLowDamageRated	HumidityHighDamageRated	Urms_100H_Max	Urms_Max_Rated	Pmax_Rated	BL1	BL2	BL3	BL4	BL5	BL6	BL7	BL8	K1	K2	K3	K4	K5	K6	K7	K8	Lx1	Lx2	Lx3	Lx4	Lx5	Lx6	Lx7	Lx8	Li1	Li2	Li3	Li4	Rmv1	Rmv2	Rmv3	Rmv4	Rtm	Rtv	tauC	tauM	Rv	AlphaBypass	Ctm	Ctv	DataDate	DIY_Availability	Application	URL	Cost	EnteredBy	Notes
PE_july2024	Eminence Speaker	Delta-15B	Pro woofer or subwoofer or midrange	preliminary	15	11.3	45	6.54	0.67	0.61	2.846271136	0.064	0.00019	0.25426557	0.08563	17.6	400	0.0016					0.00135			94.9181497	27.41238938	"Eminence Delta-15B 15"" Driver 16 Ohm"	7/28/2024 0:00	5263.157895			0.033832	0.000137008	108.8301097	0.000206612	0.0588544	0.330193129	97.49327671	0.153669995			0.0635				0.008770924	38	16				0.819672131		330.6558541	661.3117081	0.384809988	1038.786002	0.014244052	0.049755948	120.1301097	67.1641791	275	5.235684232	120.5138766			1			4000	64	Copper	Kapton® / Polyimide	Paper	Cloth		Steel	Ferrite	round	round					6.803884383					0.352297989					8												800																																										yes	"Eminence's Delta-15B 16 ohm 15"" speaker is recommended for professional audio as a midbass or stage monitor woofer in sealed enclosures. Also for midbass or woofer use in vented PA enclosures, as well as musical instrument systems. Made in the USA. 7-year manufacturer's warranty!This is speaker you need if you are replacing the 15 inch 16 ohm driver in a Leslie 147/247 cabinet. Excellent price compared to other Hammond/Leslie specific repair sites."	https://www.parts-express.com/Eminence-Delta-15B-15-Driver-16-Ohm-290-419	149.99	AS	
PE_july2024	Peerless by Tymphany	TC5FC00-04	midrange or fullrange or midbass	preliminary	1.5	3.05	234	3.67	1.11	0.85	1.732026101	0.0004	0.000107	0.000353147	0.00078	1.32	5	0.0006					0.00004			87.06671987	0.571278689	"Peerless TC5FC00-04 1-1/2"" Paper Cone Full-Range Driver 4 Ohm. Square frame"	7/27/2024 0:00	9345.794393			0.003988017	0.000000468	1.005989459	0.000229568	0.000186437	0.031513915	88.2075703	0.019811999			0.016255999				0.000001024	4	4				0.588235294		3464.510538	6929.021076		10884.08086	1.24E-05	0.000387617	4.055989459	210.8108108	3300	0.755829801	92.19727034			1			20000	220		Kapton® / Polyimide	Paper	Foam		Steel	Neodymium	round	round					0.045359229					0.036575999					4	1											10																																										yes	"The Peerless TC5FC00-04 1.5"" 4 ohm full-range driver is ideal for providing hi-fi performance from the smallest speaker designs. With a Neodymium magnet, paper cone, poly surround, and steel basket this driver is a cost-effective high performance full range driver. The product was designed with televisions, sound bars, and other compact applications in mind."	https://www.parts-express.com/Peerless-TC5FC00-04-1-1-2-Paper-Cone-Full-Range-Driver-4-Ohm-264-1622	8.47	AS	
PE_july2024	Celestion	CF0820BMB	midrange or fullrange or midbass	preliminary	8	5.45	50.5	5.095	0.394	0.366	1.995367395	0.03235	0.00031	0.027898583	0.022698	11.92	250	0.00525					0.00078			92.26040701	26.07089908	"Celestion CF0820BMB 8"" Professional Midrange Driver 8 Ohm"	7/27/2024 0:00	3225.806452			0.008921491	0.000119165	71.2081396	0.000227678	0.044046784	0.169999974	91.7043744	0.109219997			0.050799998				0.000869102	21	8				1.366120219		642.2371036	1284.474207	0.215899993	2017.647366	0.001943909	0.030406091	76.6581396	128.1725888	368.4698609	5.105967008	112.6837745			1			6000	50	CCA	Fiberglass	Paper-Treated Paper	Rubber		Cast Aluminum	Ferrite	round	round					3.401942191					0.187959994					8	1											500																																										yes	"Introducing the Celestion CF0820BMB, the perfect audio solution for those who demand exceptional sound quality in a compact form factor. using the combination of a large ferrite magnet and a lightweight cone, this speaker handles an impressive 250 watts of power with crystal-clear audio reproduction.The CF0820BMB's high 93 dB sensitivity and smooth frequency response allow you to hear every nuance of your music, whether you're listening to rock, jazz, or classical music. And with its rugged construction and durable design, this speaker is built to last, even in the most demanding environments.If you're looking for a high-quality speaker that combines exceptional performance and versatility with a compact and durable design, the Celestion CF0820BMB is the perfect choice for you."	https://www.parts-express.com/Celestion-CF0820BMB-8-Professional-Midrange-Driver-8-Ohm-294-1966	119	AS	
PE_july2024	Wavecor	WF146WA01	midrange or fullrange or midbass	preliminary	5.5	3.2	56	7	0.45	0.42	0.520522446	0.0104	0.00078	0.012360132	0.0095	5.1	55	0.003					0.00024			91.80275508	8.128125	"Wavecor WF146WA01 5-3/4"" Paper Cone Mid-Woofer 4 Ohm"	7/27/2024 0:00	1282.051282			0.004719022	0.0000285	49.96902669	0.000399846	0.0202878	0.109980797	88.93852048	0.064769998			0.032003999				0.000181998		4				1.19047619		992.7214031	1985.442806	0.146049995	3118.726267	0.000526357	0.009873643	53.16902669	124.4444444	490.3846154	2.850986671	103.3421474			1			3500	50	Aluminum	Fiberglass	Paper			Cast Aluminum	Ferrite	round	round					1.17933996					0.118109996					4	1											110																																										yes	"The Wavecor WF146WA01 is a 5-3/4"" paper cone midwoofer that is designed for demanding bass and midrange applications. This driver is powered by a large magnet structure that ensures good efficiency. The WF146WA01 is a very good choices for compact 2-way speaker systems or even as midrange in 3-way systems.The large motor system with 32 mm voice coil diameter and large 90 mm magnet for better control, power handling, and efficiency. The optimized paper cone ensures wide bandwidth and low distortion. Distortion is further reduced by efficient venting of chassis and voice coil."	https://www.parts-express.com/Wavecor-WF146WA01-5-3-4-Paper-Cone-Mid-Woofer-4-Ohm-298-1164	69	AS	
PE_july2024	Lavoce	FSN021.00	midrange or fullrange or midbass	preliminary	2	5.7	220	3	0.73	0.59	0.602859633	0.00125	0.0004	0.000353147	0.0019	3.6	20	0.0018					0.00007			88.18597047	2.273684211	"LaVoce FSN021.00 2"" Neodymium Full-Range Woofer 8 Ohm"	7/27/2024 0:00	2500			0.005039386	0.00000342	21.49754154	9.65E-05	0.005184	0.049184908	89.22377619	0.035051999			0.025399999				6.71E-06	5	8				0.847457627		2219.79254	4439.58508	0.064007998	6973.683936	4.71E-05	0.001202921	27.19754154	301.369863	2880	1.50787407	99.23407614			1			20000	200	CCA	Kapton® / Polyimide	Treated Paper	Cloth		Steel	Neodymium	round	round					0.181436917					0.052831998					4	1											40																																										yes	"The FSN021.00 from LaVoce is an impressive 2"" full-range driver that offers a waterproof treated paper cone. The rising response and the compact flat frame offered by this driver is ideal for line arrays and compact audio installations. The unique surround enhances the linearity of the drivers excursion."	https://www.parts-express.com/LaVoce-FSN021.00-2-Neodymium-Full-Range-Woofer-8-Ohm-293-704	28	AS	
PE_july2024	Tang Band	W3-1364SA	midrange or fullrange or midbass	preliminary	3	6.6	105	2.48	0.77	0.59	0.473519086	0.00178	0.001290749	0.002472026	0.003703277	3.172642883	12	0.0005								88.54141563	1.525100434	"Tang Band W3-1364SA 3"" Bamboo Cone Driver"	7/27/2024 0:00	774.7442063			0.003635864	1.85E-06	21.25714286	0.000176839	0.01299224	0.068667017	87.80607648	0.050799998			0.019049999				2.87E-05	8	8				0.847457627		1589.996135	3179.99227	0.092074997	4995.120176	0.000128107	0.001651893	27.85714286	136.3636364	1782.383642	1.234949567	95.59788894			1			20000	105			Bamboo Fiber / Paper				Neodymium	round	round					0.299370913					0.076199998					4	1											25																																										yes	"Another Tang Band first, Bamboo fiber cones! A blend of paper and Bamboo fibers provides a perfect combination of light weight and self-damping. A neodymium motor with a copper ring reduces distortion even further. The result of these features is a smooth frequency response with a very natural, open sound."	https://www.parts-express.com/Tang-Band-W3-1364SA-3-Bamboo-Cone-Driver-264-844	59.5	AS	
PE_july2024	Lavoce	FSN020.72	midrange or fullrange or midbass	preliminary	2	6.2	210	4.4	1.16	0.92	0.430614024	0.0014	0.0004	0.000353147	0.00174	3.2	15	0.0024					0.00006			84.68413584	1.651612903	"LaVoce FSN020.72 2"" Neodymium Full-Range Woofer 8 Ohm"	7/27/2024 0:00	2500			0.002758242	0.000004176	23.77999656	0.000136719	0.004096	0.047068427	86.60632331	0.035559999			0.019049999				6.71E-06	5	8				0.543478261		2319.607818	4639.215637	0.064007998	7287.262881	4.13E-05	0.001358741	29.97999656	181.0344828	2285.714286	1.285150926	95.3672359			1			20000	200	CCA	Kapton® / Polyimide	Treated Paper	Rubber		Steel	Neodymium	round	round					0.181436917					0.051307998					4	1											30																																										yes	"The FSN020.72 from LaVoce is an impressive 2"" fullrange driver that offers a waterproof treated paper cone. The rising response and the compact frame offered by this driver is ideal for line arrays and compact audio installations."	https://www.parts-express.com/LaVoce-FSN020.72-2-Neodymium-Full-Range-Woofer-8-Ohm-293-703	26	AS	
PE_july2024	Peerless by Tymphany	TG9FD10-04	midrange or fullrange or midbass	Active	3.5	3.2	113	3	1.14	0.83	0.670690868	0.00283	0.0007	0.001765733	0.00363	2.4	5	0.0026					0.00007			88.20417487	1.8	"Peerless by Tymphany TG9FD-10-04 3-1/2"" Glass Fiber Cone Full Range"	7/27/2024 0:00	1428.571429			0.002186417	0.000009438	8.588159271	0.000491319	0.004032	0.06798426	85.5973292	0.043179999			0.019049999				1.97E-05		4				0.602409639		1605.964258	3211.928516	0.083819997	5045.285515	0.000124324	0.002705676	11.78815927	99.12280702	848.0565371	1.341640786	89.58702924			1			10000	110			Fiberglass	Rubber		Polymer	Ferrite	round	round					0.29483499					0.077723998					4	1											10																																										yes	"The TC/TG Series offers a high performance full range and mid-bass solution for TV products and other compact applications. The use of leading-edge technologies like a polymer chassis, NRSC (Tymphany patent) fiberglass cone, and a copper pole piece cap, have made this full range driver appear on many industry insider lists as the best sounding solution in this market."	https://www.parts-express.com/Peerless-TG9FD10-04-3-1-2-Glass-Fiber-Cone-Full-Range-264-1064	16.04	AS	
PE_july2024	FaitalPRO	10FE300	midrange or fullrange or midbass	Active	10	5.8	50	13.1	0.54	0.52	0.867802307	0.0359	0.00028	0.062860099	0.0358	11.3	250	0.00552					0.0006			94.30932637	22.01551724	"FaitalPRO 10FE300 10"" Professional Woofer 8 Ohm"	7/27/2024 0:00	3571.428571			0.014235368	0.000197616	147.1418075	0.00028115	0.0357532	0.213499358	93.73368692	0.109981996			0.052069998				0.001830605	25	8				0.961538462		511.3846345	1022.769269	0.260095992	1606.562211	0.003850518	0.032049482	152.9418075	92.59259259	314.7632312	4.692069612	114.713087			1			4000	50	Aluminum	Fiberglass	Treated Paper	Treated Paper		Steel	Ferrite	round	round					3.696777181					0.232917993					8	1											500																																										yes	"FaitalPRO’s FE300 series has been designed and built as a direct response to the overwhelming demand for an evolved and more powerful series of products which would enhance the universally successful FE200 series. Building on this original idea FaitalPRO brought a brand-new family of products to life. All of the FE300 drivers are equipped with a powerful ferrite magnet assembly and a stamped steel basket in keeping with the key characteristics of the popular FE series.Capable of high output with smooth response up to 4,000 Hz, the flexible 10FE300 10” professional midbass is ideal for any application that requires high output capability. The waterproof treated paper cone has excellent damping properties to keep unwanted resonances under control and deliver natural and realistic response. With a 2” diameter voice coil on a heat resistant fiberglass former the 10FE300 can handle up to 250 watts RMS (500 watts maximum) for extended periods with minimal power compression. The powerful vented ferrite magnet system has been FEM optimized to deliver maximum efficiency while keeping coil temperature under control even at maximum power. Finally, a newly designed stamped steel basket creates a solid and lightweight foundation that can withstand the most stressful conditions. Thanks to its controlled response and high output capability, the 10FE300 can be used in a variety of installations, such as professional sound reinforcement systems, musical instrument applications, or even high SPL car audio and motorsports systems."	https://www.parts-express.com/FaitalPRO-10FE300-10-Professional-Woofer-8-Ohm-294-1162	121	AS	
PE_july2024	Peerless by Tymphany	PMT-20N12AL03-04	midrange or fullrange or midbass	Active	0.75	3.6	397	2.1	4.63	1.45	0.047181772	0.000252641	0.004046095	3.53E-05	0.00025	0.7	1	0.00025					0.00003			74.22517286	0.136111111	"Peerless by Tymphany PMT Series 20N12AL03 1/2"" Aluminum Dome Micro Full Range Speaker Driver 4 Ohm.   Rear mount"	7/27/2024 0:00	247.151879			0.000466899	6.25E-08	10.38536664	0.000515594	0.001982587	0.017841241	78.89222966	0.006604			0.0127				1.09E-07	2	4				0.344827586		6119.545718	12239.09144	0.022859999	19225.11987	2.25E-06	0.000250394	13.98536664	85.74514039	2770.727689	0.368932394	75.89222966			1			20000	400			Aluminum	Foam		Polymer	Neodymium	round	round					0.00997903					0.019811999						1											2																																										yes	"The PMT Series family of micro speakers, from Tymphany, is designed for maximum full-range bandwidth, while maintaining superior off-axis response.Tymphany built the 1/2"" 20N12AL03-04 PMT Series premium micro transducer for computer, television, micro array, and similar modern audio applications. It features a neodymium motor, light aluminum cone, and high-temperature polycarbonate frame that is designed for minimum center-to-center mounting distance and reduced comb filtering.A low 397 Hz resonant frequency allows the 20N12AL03-04 to reproduce frequencies lower than most drivers this size (400 Hz), while maintaining an average sensitivity of 76.5 dB (2.83V/1m) from 400 to 20,000 Hz. Using four drivers in a series-parallel group increases sensitivity to a respectable 82.5 dB (2.83V/1m)."	https://www.parts-express.com/Peerless-20N12AL03-1-2-Aluminum-Dome-Micro-Full-Range-Spkr-264-1150	6.8	AS	
PE_july2024	CSS	LDW7	midrange or fullrange or midbass	Active	7	6.4	30	9	0.39	0.37	0.453432886	0.0219	0.0013	0.038492982	0.0131	8.2	80	0.0055					0.00017			86.22976699	10.50625	"CSS LDW7 7"" Midwoofer"	7/27/2024 0:00	769.2307692			0.002607102	0.00007205	148.2909644	0.000325699	0.087412	0.129148899	86.36158091	0.082041997			0.038099999				0.000439038	17	8				1.351351351		845.3830583	1690.766117	0.182016394	2655.849205	0.000852318	0.021047682	154.6909644	76.92307692	374.4292237	3.241334602	102.3924808			1			4500	30		Fiberglass	Paper / Glass Fiber	Rubber		Cast Aluminum	Ferrite	round	round					2.131883773					0.152907995					6	1											200																																										yes	The CSS LDW7 is truly a no-compromise midwoofer that can be used in either a vented or sealed alignment. The cone of this driver features a paper and fiberglass blend and provides a wonderful mix of stiffness and high frequency extension. The motor structure utilizes aluminum shorting rings and copper pole caps for reduced distortion.	https://www.parts-express.com/CSS-LDW7-7-Midwoofer-290-3002	163.98	AS	
PE_july2024	Visaton	B200	midrange or fullrange or midbass	Active	8	5	40	8.39	0.83	0.76	0.290944784	0.0097	0.00163	0.127132785	0.0214	3.9	40	0.0035					0.0005			93.25527864	3.042	"Visaton B 200 8"" Full-Range Driver 6 Ohm"	7/27/2024 0:00	613.4969325			0.009590402	0.0000749	52.27796082	0.000637738	0.0247923	0.165067641	92.01836819	0.091947997			0.025399999				0.000971495	21	6				0.657894737		661.427582	1322.855164	0.221995993	2077.936033	0.001779571	0.007920429	57.27796082	48.19277108	402.0618557	1.744133022	105.0389681			1			20000	40	Aluminum	Kapton® / Polyimide	Paper	Cloth		Cast Aluminum	Ferrite	round	round					2.449398378					0.189229994					6	1											70																																										yes	"The B 200 8"" full-range high fidelity driver from Visaton is a unique driver with high sensitivity and extremely well behaved frequency response all the way up to 18,000 Hz. This is achieved by using a very light-weight paper cone and fabric surround with excellent damping for minimal resonances. The 25 mm aluminum wire voice coil makes optimum use of the magnetic field in the air gap. The Kapton voice coil former is vented to minimize compression in high output situations. The sturdy aluminum diecast basket is not only optically appealing but, thanks to its rear-venting openings, ensures that physical losses are minimized. All of this allows the B 200 to deliver extremely low distortion and an incredibly life-like sound. Suitable for conventional sealed and vented enclosures this driver is also an excellent choice for use in more exotic alternatives like horn loaded or open baffle systems to create amazing results."	https://www.parts-express.com/Visaton-B200-8-HiFi-Full-Range-Driver-6-Ohm-292-664	211.71	AS	
PE_july2024	Wavecor	WF168WA06	midrange or fullrange or midbass	Active	6.5	6.4	41	7	0.54	0.5	0.486444597	0.0134	0.00114	0.034608369	0.0131	6.4	60	0.003					0.0004			88.34387575	6.4	"Wavecor WF168WA06 6-1/2"" Glass Fiber Cone Mid-Woofer 8 Ohm"	7/27/2024 0:00	877.1929825			0.004321319	0.0000393	84.20280602	0.000327148	0.0466944	0.129148899	88.55616322	0.072897998			0.032003999				0.000317834		8				1		845.3830583	1690.766117	0.167893995	2655.849205	0.000852318	0.012547682	90.60280602	75.92592593	477.6119403	2.529822128	103.3376757			1			3000	60	Aluminum	Fiberglass	Fiberglass			Cast Aluminum		round	round					1.202019574					0.143001995					4	1											120																																										yes	"The Wavecor WF168WA06 is a 6-1/2"" glass fiber cone midwoofer that is designed for demanding bass and midrange applications. This driver is powered by a large magnet structure that ensures good efficiency. The WF168WA06 is a very good choices for 2-way speaker systems or even as midrange in 3-way systems.The large motor system with 1-1/4"" voice coil diameter and large magnet for better control, power handling, and efficiency. The optimized glass fiber cone ensures wide bandwidth and low distortion. Distortion is further reduced by efficient venting of the chassis and voice coil former."	https://www.parts-express.com/Wavecor-WF168WA06-6-1-2-Glass-Fiber-Cone-Mid-Woofer-8-Ohm-298-1194	82	AS	
PE_july2024	Ciare	CMI160ND	midrange or fullrange or midbass	Active	6.5	2.9	73	4	0.45	0.41	1.926384695	0.02	0.00028294	0.007416079	0.0137	7.8	220	0.0045					0.00033			93.84828933	20.97931034	"Ciare CMI160ND 6.5"" Neodymium Woofer 4 Ohm"	7/27/2024 0:00	3534.318947			0.006272025	0.00006165	31.58247684	0.000328731	0.017214066	0.132073395	90.17407798	0.074421998			0.050799998				0.0002972		4				1.219512195		826.6637703	1653.327541	0.165099995	2597.040828	0.00091154	0.01908846	34.48247684	162.2222222	390	4.580317712	110.5983048			1			4000	70	Copper	Kapton® / Polyimide	Treated Paper	Cloth		Cast Aluminum	Neodymium	round	round					1.510462333					0.145033995					4	1											450																																										yes	"Crafted from durable materials, the CMI160ND is designed to withstand heavy use and provide long-lasting performance. Its lightweight construction makes it easy to install and use, while its compact size allows it to fit seamlessly into a variety of speaker setups.The CMI160ND's advanced technology ensures that every note is crystal clear, with rich bass and exceptional clarity. Whether you're listening to music, watching movies, or creating your own audio, the Ciare CMI160ND 6.5"" Neodymium Woofer delivers unparalleled sound quality.If you're looking for a high-performance woofer that can handle even the most demanding audio applications, the Ciare CMI160ND is the perfect choice."	https://www.parts-express.com/Ciare-CMI160ND-6.5-Neodymium-Woofer-293-118	167.82	AS	
PE_july2024	HiVi	F6	midrange or fullrange or midbass	Active	6.5	6.5	45	3.91	0.38	0.35	12.92209175	0.0183	0.00007	0.020482504	0.0139	9.407768368	45	0.0043								89.36328521	13.61632395	"HiVi F6 6-1/2"" Bass/Midrange"	7/27/2024 0:00	14285.71429			0.004805232	0.00005977	6.849208886	0.000206765	0.006195427	0.133033942	89.01714375	0.095249997			0.025399999				0.000600623		8				1.428571429		820.6950007	1641.390001	0.196849994	2578.289385	0.000931573	0.017368427	13.34920889	118.4210526	514.0857032	3.690030345	102.5492689			1			4000	42		Kapton® / Polyimide	Paper / Kevlar	Rubber		Cast Aluminum	Ferrite	round	round					2.698874139					0.149224995					6	1											90																																										yes	"The HiVi F6 has been optimized for dynamic bass reproduction in small or medium vented systems. Midrange clarity and tonal balance are remarkable. The F6 utilizes a newly developed matrix of Kevlar and paper fibers, and the cone weighs less, is more rigid, and has an improved damping factor. The back of the cone is hand coated with a special damping compound to further maximize performance stability and control of structural resonances. The driver features a central phase plug to avoid air compression and internal air volume resonance, and the plug improves frequency response and dispersion as well. An aluminum former voice coil and spider contribute to the driver's linear operation at high power levels. The massive aluminum die-cast basket has been developed to minimize structural resonances, and the shielded magnet structure allows the F6 to be incorporated into audio/video applications. It may be used in a small vented or closed box when a subwoofer is employed."	https://www.parts-express.com/HiVi-F6-6-1-2-Bass-Midrange-297-440	46.98	AS	
PE_july2024	Factory Buyouts	33000259	midrange or fullrange or midbass	Active	6	5.457	60.8	3.551	1.446	1.027	0.938795715	0.01095	0.000785226	0.02052135	0.01368	3.97321086	50	0.00375					0.00044			87.71773857	2.892872372	"BUYOUT 3300059 6"" Paper Cone Woofer 6 Ohm"	7/27/2024 0:00	1273.518384			0.003120511	0.0000513	16.81559074	0.000693635	0.012395898	0.131976956	87.14225757	0.082549997			0.025399999				0.000254047	14	6				0.486854917		827.2678359	1654.535672	0.158749995	2598.938556	0.000909544	0.010040456	22.27259074	42.04702628	362.8503068	1.700844606	101.1319576			1			3000	60	Copper	Aluminum	Paper-Treated Paper	Rubber		Steel	Ferrite	round	round					0.997903043					0.146049995					4	1											100																																										yes	"3300059 6"" Paper Cone Woofer 6 OhmThe 3300059 6"" Paper Cone Woofer utilizes a treaded paper cone, rubber surround and long-wound 1"" voice coil.The 3300059 6"" Paper Cone Woofer utilizes a treaded paper cone, rubber surround and long-wound 1"" voice coil on an aluminum former. The woofer has no dustcap, making this a great choice for making a custom coaxial speaker. A dust cap can also be added for use as a normal woofer.A pincushion style frame makes for simple surface-mount installation. This woofer works well in open-baffle or sealed enclosures and with 3.75mm Xmax it can handle higher output levels at lower frequencies."	https://www.parts-express.com/3300059-Speaker-299-4206	9.98	AS	
PE_july2024	Visaton	FRWS 5 R	midrange or fullrange or midbass	Active	2	6.8	250	3.31	3.22	1.63	0.237154448	0.000493909	0.000811	0.000123601	0.001044676	1.28	4	0.00035					0.0001			80.54125943	0.240941176	"Visaton FRWS 5 R 2"" Full-Range Speaker 8 Ohm"	7/27/2024 0:00	1233.045623			0.000586766	3.66E-07	6.908577985	0.000301458	0.001328742	0.03647085	79.88464635	0.024891999			0.01397				2.46E-06	5	8				0.306748466		2993.631675	5987.26335	0.049783998	9404.771277	1.92E-05	0.000474715	13.70857798	77.63975155	2591.570027	0.490857593	82.90524626			1			20000	150			Treated Paper	Cloth		Steel	Ferrite	round	round					0.099790304					0.044957999						1											10																																										yes	"The 2"" FRWS 5 R full-range HiFi driver from Viaston features a compact round pressfit frame and is suitable as a midrange driver in three-way speakers, wide-band use in industrial PA speaker systems, or a full-rage in extremely compact portable speakers. The slim design is also great for use in electronic musical instruments and toys. A pressfit steel frame, cloth surround, and water resistant paper cone are used to maximize both durability and value, making the 8 ohm FRWS 5 R a great bang-for-the-buck speaker."	https://www.parts-express.com/Visaton-FRWS-5-R-2-Fullrange-Speaker-8-Ohm-292-650	11.6	AS	
PE_july2024	Tang Band	W1-2361S	midrange or fullrange or midbass	Active	1	3.6	220	0.35	0.38	0.18	0.55118595	0.00013	0.00375	0.00040965	0.00036	1.33	1	0.00025					0.0000036			88.73871158	0.491361111	"Tang Band W1-2361S 1"" Low Profile Aluminum Cone Full-Range Neodymium Driver 4 Ohm"	7/27/2024 0:00	266.6666667			0.011229874	0.00000009	3.209261774	7.35E-05	0.006633375	0.021409489	92.70374871	0.0091694			0.337311989				1.56E-07		4				2.777777778		5099.621432	10199.24286	0.024993599	16020.93323	3.88E-06	0.000126117	6.809261774	578.9473684	10230.76923	0.700971548	89.70374871			1			20000	220			Aluminum	Santoprene®		Polymer	Neodymium	round	round					0.022679615					0.022224999						1											2																																										yes	"The ultra slim W1-2361S 1"" aluminum cone full-range driver from Tang Band is the perfect solution for adding audio to the smallest projects and designs. Capable 220 to 20,000 Hz frequency response, this driver will produce excellent sound quality with incredible detail. The high energy neodymium motor keeps the size as small as possible without sacrificing efficiency or output capability. An innovative suspension and frame design keeps mounting depth less than 3/8"" for use in locations where other drivers just won't fit. Finally, the lightweight aluminum diaphragm delivers accurate sound quality with low distortion, while controlling resonances to eliminate hash peaks. The W1-2361S makes it possible to add high fidelity audio capability to almost anything."	https://www.parts-express.com/Tang-Band-W2-2360S-2-Low-Profile-Poly-Cone-Full-Range-Neodymium-Driver-4-Ohm-264-978	21.98	AS	
PE_july2024	HiVi	M3N	midrange or fullrange or midbass	Active	3	6.5	100	4.2	1.2	0.92	0.462122367	0.0026	0.00082	0.001765733	0.003	2.974696507	15	0.003								82.99409008	1.361356817	"HiVi M3N 3"" Aluminum / Magnesium Midbass"	7/27/2024 0:00	1219.512195			0.001439532	0.000009	19.14821689	0.000293825	0.007256032	0.061803872	83.78221195	0.066674998			0.022224999				2.50E-05	8	8				0.543478261		1766.560684	3533.121368	0.088899997	5549.814067	9.34E-05	0.002506594	25.64821689	83.33333333	1144.114041	1.166771964	92.54312454			1			8000	100	CCA	Kapton® / Polyimide	Aluminum / Magnesium				Ferrite	round	round					0.544310751					0.076199998					4	1											30																																										yes	"A shielded magnet structure allows the HiVi M3N 3"" full-range speaker to be incorporated easily into audio/video and multimedia applications. The driver may be used in a small closed box as a midrange unit in a three-way system and the good extension (97 Hz) in a vented enclosure allows for use in a 2-way two-driver or MTM configured system. The M3N also features a magnesium/aluminum alloy cone, stamped frame, and hi-temp voice coil and bobbin."	https://www.parts-express.com/HiVi-M3N-3-Aluminum-Magnesium-Midbass-297-433	12.39	AS	
PE_july2024	Dayton Audio	PM220-8	midrange or fullrange or midbass	Active	8	6.5	49.1	5.08	0.41	0.38	0.651101733	0.0107	0.00098	0.078398551	0.02053	7.21	40	0.0046					0.0008			95.1010874	7.997553846	"Dayton Audio PM220-8 8"" Wideband Midbass Neo Driver"	7/27/2024 0:00	1020.408163			0.022143488	0.000094438	79.84021134	0.000205832	0.050944418	0.161677481	95.6524603	0.088645997			0.025399999				0.000962633	21	8				1.315789474		675.2968336	1350.593667	0.221487993	2121.507571	0.001672161	0.009027839	86.34021134	119.7560976	673.8317757	2.827994669	108.6730602			1			10000	43			Paper / Kevlar	Cloth		Cast Aluminum	Neodymium	round	round					2.109204159					0.181101994					6	1											80																																										yes	"The Dayton Audio PM220-8 8"" midbass driver is based on the same platform as the acclaimed Point Source full-range drivers, but designed for esoteric high-performance applications requiring an extremely wide-bandwidth midrange or midbass driver. The PM220-8 model provides the ultimate in high-efficiency performance in a variety of system designs, including vented, transmission line, folded horn, or open baffle applications.The PM Series mid-bass drivers feature ultra-linear Klippel-optimized neodymium motors with copper cap and shorting ring for low distortion, and lightweight, low-loss Kevlar-reinforced paper cones for exceptional detail and high efficiency. The wide bandwidth and extended upper range of these drivers makes them the perfect complement to ribbon and planar-magnetic tweeters.Learn MoreRequest Quote"	https://www.parts-express.com/Dayton-Audio-PM220-8-8-Wideband-Midbass-Neo-Driver-295-345	139.98	AS	
