217.5,90.823
219.1,90.787
220.7,90.751
222.3,90.716
223.9,90.682
225.5,90.649
227.1,90.616
228.8,90.582
230.4,90.55
232.1,90.518
233.7,90.488
235.4,90.457
237.1,90.427
238.8,90.397
240.6,90.367
242.3,90.339
244.1,90.311
245.8,90.285
247.6,90.258
249.4,90.232
251.2,90.207
253,90.183
254.8,90.16
256.7,90.136
258.5,90.114
260.4,90.092
262.3,90.071
264.2,90.051
266.1,90.031
268,90.012
269.9,89.994
271.9,89.976
273.8,89.959
275.8,89.942
277.8,89.926
279.8,89.91
281.8,89.896
283.9,89.881
285.9,89.867
288,89.854
290.1,89.841
292.2,89.829
294.3,89.817
296.4,89.806
298.5,89.795
300.7,89.784
302.9,89.774
305.1,89.765
307.3,89.755
309.5,89.747
311.7,89.738
314,89.73
316.2,89.723
318.5,89.715
320.8,89.708
323.1,89.702
325.5,89.695
327.8,89.689
330.2,89.683
332.6,89.677
335,89.672
337.4,89.667
339.8,89.662
342.3,89.657
344.7,89.652
347.2,89.648
349.7,89.644
352.3,89.64
354.8,89.636
357.4,89.632
360,89.628
362.6,89.625
365.2,89.621
367.8,89.618
370.5,89.615
373.1,89.612
375.8,89.609
378.6,89.606
381.3,89.603
384,89.6
386.8,89.598
389.6,89.595
392.4,89.592
395.3,89.589
398.1,89.587
401,89.584
403.9,89.581
406.8,89.579
409.7,89.576
412.7,89.573
415.7,89.571
418.7,89.568
421.7,89.565
424.7,89.562
427.8,89.559
430.9,89.556
434,89.553
437.1,89.55
440.3,89.547
443.5,89.544
446.7,89.54
449.9,89.537
453.2,89.533
456.4,89.53
459.7,89.526
463,89.522
466.4,89.518
469.8,89.514
473.2,89.509
476.6,89.505
480,89.5
483.5,89.495
487,89.49
490.5,89.485
494,89.48
497.6,89.474
501.2,89.468
504.8,89.462
508.5,89.456
512.1,89.449
515.8,89.443
519.5,89.435
523.3,89.428
527.1,89.42
530.9,89.412
534.7,89.404
538.6,89.396
542.5,89.387
546.4,89.378
550.3,89.368
554.3,89.358
558.3,89.348
562.3,89.337
566.4,89.326
570.5,89.314
574.6,89.302
578.8,89.289
582.9,89.276
587.2,89.262
591.4,89.248
595.7,89.233
600,89.218
604.3,89.202
608.7,89.185
613.1,89.168
617.5,89.15
621.9,89.131
626.4,89.112
631,89.091
635.5,89.07
640.1,89.048
644.7,89.025
649.4,89
654.1,88.975
658.8,88.949
663.6,88.921
668.3,88.893
673.2,88.863
678,88.832
682.9,88.8
687.9,88.765
692.8,88.73
697.8,88.693
702.9,88.654
707.9,88.614
713.1,88.571
718.2,88.527
723.4,88.48
728.6,88.432
733.9,88.38
739.2,88.327
744.5,88.271
749.9,88.212
755.3,88.151
760.8,88.086
766.3,88.018
771.8,87.947
777.4,87.873
783,87.795
788.6,87.713
794.3,87.627
800.1,87.536
805.8,87.443
811.7,87.342
817.5,87.239
823.4,87.13
829.4,87.015
835.4,86.895
841.4,86.77
847.5,86.639
853.6,86.504
859.8,86.361
866,86.214
872.2,86.062
878.5,85.904
884.9,85.74
891.3,85.572
897.7,85.402
904.2,85.227
910.7,85.052
917.3,84.874
923.9,84.698
930.6,84.523
937.3,84.354
944.1,84.191
950.9,84.037
957.7,83.896
964.7,83.767
971.6,83.656
978.6,83.564
985.7,83.491
992.8,83.442
1000,83.416
1007,83.414
1014,83.434
1022,83.481
1029,83.542
1037,83.633
1044,83.727
1052,83.848
1059,83.964
1067,84.104
1075,84.251
1082,84.382
1090,84.533
1098,84.683
1106,84.831
1114,84.975
1122,85.116
1130,85.251
1138,85.381
1147,85.52
1155,85.637
1163,85.747
1172,85.864
1180,85.962
1189,86.064
1197,86.149
1206,86.238
1214,86.311
1223,86.387
1232,86.456
1241,86.52
1250,86.577
1259,86.629
1268,86.676
1277,86.719
1286,86.756
1296,86.792
1305,86.821
1314,86.845
1324,86.868
1334,86.886
1343,86.899
1353,86.91
1363,86.917
1372,86.921
1382,86.921
1392,86.918
1402,86.913
1413,86.903
1423,86.891
1433,86.877
1443,86.86
1454,86.839
1464,86.818
1475,86.791
1486,86.763
1496,86.734
1507,86.701
1518,86.665
1529,86.627
1540,86.587
1551,86.545
1562,86.502
1574,86.452
1585,86.404
1596,86.354
1608,86.299
1619,86.246
1631,86.186
1643,86.125
1655,86.061
1667,85.997
1679,85.93
1691,85.862
1703,85.792
1715,85.721
1728,85.642
1740,85.567
1753,85.485
1766,85.401
1778,85.322
1791,85.236
1804,85.147
1817,85.058
1830,84.966
1843,84.874
1857,84.773
1870,84.677
1884,84.573
1897,84.476
1911,84.369
1925,84.261
1939,84.152
1953,84.041
1967,83.929
1981,83.816
1995,83.702
2010,83.578
2024,83.462
2039,83.336
2054,83.209
2068,83.09
2083,82.96
2098,82.83
2113,82.699
2129,82.558
2144,82.425
2160,82.282
2175,82.147
2191,82.002
2207,81.856
2223,81.71
2239,81.562
2255,81.414
2271,81.266
2288,81.107
2304,80.956
2321,80.796
2337,80.645
2354,80.483
2371,80.321
2388,80.158
2406,79.986
2423,79.822
2441,79.648
2458,79.484
2476,79.309
2494,79.134
2512,78.959
2530,78.783
2548,78.607
2567,78.422
2585,78.245
2604,78.059
2623,77.873
2642,77.686
2661,77.5
2680,77.313
2699,77.126
2719,76.93
2738,76.743
2758,76.547
2778,76.351
2798,76.155
2818,75.959
2839,75.753
2859,75.558
2880,75.353
2901,75.148
2922,74.944
2943,74.74
2964,74.536
2985,74.333
3007,74.12
3029,73.908
3051,73.696
3073,73.485
3095,73.275
3117,73.065
3140,72.846
3162,72.637
3185,72.419
3208,72.202
3231,71.986
3255,71.761
3278,71.546
3302,71.322
3326,71.1
3350,70.878
3374,70.656
3398,70.436
3423,70.208
3447,69.989
3472,69.762
3497,69.536
3523,69.303
3548,69.079
3574,68.847
3600,68.616
3626,68.386
3652,68.157
3678,67.93
3705,67.694
3731,67.469
3758,67.235
3786,66.995
3813,66.764
3840,66.534
3868,66.297
3896,66.061
3924,65.826
3953,65.584
3981,65.352
4010,65.113
4039,64.875
4068,64.638
4097,64.402
4127,64.16
4157,63.919
4187,63.679
4217,63.441
4247,63.204
4278,62.96
4309,62.718
4340,62.477
4371,62.237
4403,61.992
4435,61.747
4467,61.504
4499,61.263
4532,61.015
4564,60.776
4597,60.532
4630,60.288
4664,60.039
4698,59.792
4732,59.545
4766,59.301
4800,59.057
4835,58.809
4870,58.561
4905,58.315
4940,58.071
4976,57.821
5012,57.573
5048,57.326
5085,57.074
5121,56.831
5158,56.582
5195,56.335
5233,56.082
5271,55.831
5309,55.582
5347,55.334
5386,55.082
5425,54.831
5464,54.581
5503,54.334
5543,54.081
5583,53.83
5623,53.581
5664,53.327
5705,53.074
5746,52.824
5788,52.568
5829,52.321
5872,52.063
5914,51.813
5957,51.558
6000,51.305
6043,51.053
6087,50.798
6131,50.544
6175,50.292
6219,50.041
6264,49.786
6310,49.528
6355,49.276
6401,49.021
6447,48.767
6494,48.51
6541,48.254
6588,48
6636,47.742
6683,47.491
6732,47.231
6780,46.978
6829,46.721
6879,46.461
6928,46.208
6978,45.951
7029,45.691
7079,45.437
7131,45.175
7182,44.92
7234,44.662
7286,44.405
7339,44.145
7392,43.886
7445,43.63
7499,43.37
7553,43.111
7608,42.85
7663,42.59
7718,42.332
7774,42.071
7830,41.812
7886,41.554
7943,41.294
8001,41.03
8058,40.773
8117,40.508
8175,40.25
8234,39.989
8294,39.725
8354,39.462
8414,39.202
8475,38.939
8536,38.677
8598,38.413
8660,38.15
8722,37.889
8785,37.626
8849,37.36
8913,37.095
8977,36.833
9042,36.568
9107,36.304
9173,36.038
9239,35.774
9306,35.508
9373,35.243
9441,34.976
9509,34.71
9577,34.446
9647,34.177
9716,33.912
9786,33.645
9857,33.377
9928,33.109
10000,32.84
10070,32.58
10140,32.321
10220,32.027
10290,31.772
10370,31.482
10440,31.229
10520,30.942
10590,30.693
10670,30.41
10750,30.128
10820,29.883
10900,29.604
10980,29.328
11060,29.053
11140,28.779
11220,28.507
11300,28.237
11380,27.968
11470,27.667
11550,27.402
11630,27.137
11720,26.842
11800,26.581
11890,26.289
11970,26.03
12060,25.741
12140,25.486
12230,25.2
12320,24.916
12410,24.634
12500,24.353
12590,24.073
12680,23.795
12770,23.519
12860,23.244
12960,22.94
13050,22.668
13140,22.398
13240,22.099
13340,21.801
13430,21.535
13530,21.241
13630,20.948
13720,20.686
13820,20.396
13920,20.108
14020,19.821
14130,19.507
14230,19.223
14330,18.94
14430,18.659
14540,18.351
14640,18.073
14750,17.768
14860,17.465
14960,17.19
15070,16.89
15180,16.591
15290,16.293
15400,15.997
15510,15.702
15620,15.408
15740,15.089
15850,14.798
15960,14.508
16080,14.193
16190,13.906
16310,13.594
16430,13.283
16550,12.974
16670,12.666
16790,12.359
16910,12.053
17030,11.749
17150,11.445
17280,11.118
17400,10.817
17530,10.492
17660,10.169
17780,9.8712
17910,9.55
18040,9.2298
18170,8.9108
18300,8.5929
18430,8.276
18570,7.9359
18700,7.6212
18840,7.2833
18970,6.9705
19110,6.6346
19250,6.2998
19390,5.9659
19530,5.6331
19670,5.3011
19810,4.97
19950,4.6397
